usuario,location,latitud,longitud
patoedg,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
romn_jaime,"Loja, Ecuador",-3.99313,-79.20422
lorenaj8a,"Malacatos, Loja, Ecuador",-4.18846,-79.2362
ivanfdezdec,Ecuador,-1.25,-78.25
juanfers18,"Loja, Ecuador",-3.99313,-79.20422
torres19948,"Loja, Ecuador",-3.99313,-79.20422
guidoortiz68,Ecuador,-1.25,-78.25
fannyarguellof,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
PinosTalia,Ecuador,-1.25,-78.25
slvacag,"Loja, Ecuador",-3.99313,-79.20422
maxitoale_7,"Loja, Ecuador",-3.99313,-79.20422
teatroestudioEC,"Loja, Ecuador",-3.99313,-79.20422
dy3g0s,Ecuador,-1.25,-78.25
kristheene,Ecuador,-1.25,-78.25
RonaldSSR,Ecuador,-1.25,-78.25
Boloapm1,"Loja, Ecuador",-3.99313,-79.20422
mdonosomuller,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
mariareinasc,"Yamana, Paltas, Loja, Ecuador",-4.00273,-79.69421
SofiaRamirez_E,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
jandryforest,"Loja, Ecuador",-3.99313,-79.20422
Ciclon1919,"Riobamba, Chimborazo, Ecuador",-1.67098,-78.64712
acamiloponcet,"Imbabura, Ecuador",0.37631,-78.32371
PaolaMalot,"Loja, Ecuador",-3.99313,-79.20422
sypepepablo,"Loja, Ecuador",-3.99313,-79.20422
Christian19ago,"Loja, Ecuador",-3.99313,-79.20422
soffypinbeta,"Manta, Manabí, Ecuador",-0.96212,-80.71271
hosmanyto,"Loja, Ecuador",-3.99313,-79.20422
LoredeLiga,"Loja, Ecuador",-3.99313,-79.20422
fa_alberto16,Ecuador,-1.25,-78.25
avscueva,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
MauroFiallosH,"Puyo, Pastaza, Ecuador",-1.48369,-78.00257
guitarsclinic,"Loja, Ecuador",-3.99313,-79.20422
erik_ontaneda,"Loja, Ecuador",-3.99313,-79.20422
leonardoDHI,"Loja, Ecuador",-3.99313,-79.20422
SarangTania,"Pichincha, Ecuador",-0.22985,-78.52495
CisneGonzaga,"Loja, Ecuador",-3.99313,-79.20422
88Edram,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
kachito100,Ecuador,-1.25,-78.25
Smonserratmori3,"Balsas, El Oro, Ecuador",-3.76834,-79.83285
nicbritograndes,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
sorayatandazo,"Loja, Ecuador",-3.99313,-79.20422
johnleeroyen,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
MarLucyPC,"Loja, Ecuador",-3.99313,-79.20422
laclaus,"Loja, Ecuador",-3.99313,-79.20422
paulfher2,"Loja, Ecuador",-3.99313,-79.20422
blanca_poma,Ecuador,-1.25,-78.25
kanygarciavzla,Venezuela,8,-66
JosselynCorone2,"Loja, Ecuador",-3.99313,-79.20422
mithik2,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
andresmd6,"Loja, Ecuador",-3.99313,-79.20422
johacalderon7,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Edicaraguay,"Loja, Ecuador",-3.99313,-79.20422
Jennifer944,"Loja, Ecuador",-3.99313,-79.20422
ZamoranosCh,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
Gladys74292620,"Loja, Ecuador",-3.99313,-79.20422
danilosanchez14,Ecuador,-1.25,-78.25
DIEGOFE62638094,"Loja, Ecuador",-3.99313,-79.20422
GubertX,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Willyandress32,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
WalBraec,Ecuador,-1.25,-78.25
Joselopez1809,Ecuador,-1.25,-78.25
diazjesus80,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
byrvin17,"Loja, Ecuador",-3.99313,-79.20422
Eduardoecu911,"Machala, El Oro, Ecuador",-3.25861,-79.96053
pablinis8,"Loja, Ecuador",-3.99313,-79.20422
VirgenDelCisne7,Suiza,47.00016,8.01427
Exoferic,"Loja, Ecuador",-3.99313,-79.20422
silviachicapsci,"Bahía de Caráquez, Sucre, Manabí, Ecuador",-0.59792,-80.42367
icordovap,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
patino_nolberto,"Loja, Ecuador",-3.99313,-79.20422
zamorachinchipz,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
lacasto13,Ecuador,-1.25,-78.25
AzuayCut,"Azuay, Ecuador",-2.90055,-79.00453
FREDDYESPARZAB,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Cristloa,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
xavierloja79,Ecuador,-1.25,-78.25
CACS74,Ecuador,-1.25,-78.25
MedardoRiofrio,"Loja, Ecuador",-3.99313,-79.20422
Alex00092322,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
PetronioV,"Loja, Ecuador",-3.99313,-79.20422
DANYLIZ24,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Miriamo02915145,"Loja, Ecuador",-3.99313,-79.20422
atumaneraecuado,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
_isa23ro,"Loja, Ecuador",-3.99313,-79.20422
maytavasconez,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
andyluh,Ecuador,-1.25,-78.25
Yair_El_Instrum,"Quevedo, Los Ríos, Ecuador",-1.02863,-79.46352
danielamoralh,"Loja, Ecuador",-3.99313,-79.20422
35apLojaLoja,"Loja, Ecuador",-3.99313,-79.20422
FrancisCastle88,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
AlexYZuly1,"Loja, Ecuador",-3.99313,-79.20422
ShaggyDrums,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Viteriwuis,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Lilianam71,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
CarlosNeiraFlor,"Santa Elena, Ecuador",-2.22622,-80.85873
bayo_xavier,Ecuador,-1.25,-78.25
KEDAFLY,"Loja, Ecuador",-3.99313,-79.20422
Majoorbu,"Loja, Ecuador",-3.99313,-79.20422
patriciotambo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
rasamaniegob,"Loja, Ecuador",-3.99313,-79.20422
BayronV84,"Loja, Ecuador",-3.99313,-79.20422
AnnyGag,Ecuador,-1.25,-78.25
narrobo,Ecuador,-1.25,-78.25
EliMontesdeoca7,"Loja, Ecuador",-3.99313,-79.20422
RafaelDavilaE,"Loja, Ecuador",-3.99313,-79.20422
aguaded,"Huelva, Andalucía, España",37.26638,-6.94004
ofthecomark,"Fort Washington, Maryland, Estados Unidos",38.70734,-77.02303
jhoseplcm,"Loja, Ecuador",-3.99313,-79.20422
Andreajaramill,"Santo Domingo, Ecuador",-0.25305,-79.17536
maBustamanteKLE,"Loja, Ecuador",-3.99313,-79.20422
MarcoLuisToledo,"Loja, Ecuador",-3.99313,-79.20422
loscarjuan27,Ecuador,-1.25,-78.25
armijos_marcia,"Loja, Ecuador",-3.99313,-79.20422
Dijehacetiempo,Ecuador,-1.25,-78.25
FavioAguilar12,"Abañin, Zaruma, El Oro, Ecuador",-3.33796,-79.51928
CisneAnabel,"Loja, Ecuador",-3.99313,-79.20422
lenin344,"Loja, Ecuador",-3.99313,-79.20422
sangresanchez,"Loja, Ecuador",-3.99313,-79.20422
SisaMarcela,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
FaEdison,"Loja, Ecuador",-3.99313,-79.20422
KarinaGuajala,"Loja, Ecuador",-3.99313,-79.20422
formar_wei,"Loja, Ecuador",-3.99313,-79.20422
jjyaguache,Ecuador,-1.25,-78.25
AnaJhu01,"Loja, Ecuador",-3.99313,-79.20422
CongopeEcuador,Ecuador,-1.25,-78.25
Richardchamba24,Ecuador,-1.25,-78.25
jacarrion1993,"Loja, Ecuador",-3.99313,-79.20422
KarenEstef26_,"Loja, Ecuador",-3.99313,-79.20422
ArroboRodas,"Loja, Ecuador",-3.99313,-79.20422
mauriciomisho,"Loja, Ecuador",-3.99313,-79.20422
WIvanCarrion,"Machala, El Oro, Ecuador",-3.25861,-79.96053
pepesprocel,"Loja, Ecuador",-3.99313,-79.20422
FRANCUM,"Loja, Ecuador",-3.99313,-79.20422
Caro_1386,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
_MarOch,México,23,-102
NoBombardeenUIO,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
areantepara,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
GemiSuny,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
DazRoyce,"Loja, Ecuador",-3.99313,-79.20422
OriangaAcopaC,"Orianga, Paltas, Loja, Ecuador",-3.87561,-79.89088
MariuxiAguirre3,"Arenillas, El Oro, Ecuador",-3.55,-80.06667
KlaussHDS16,"Loja, Ecuador",-3.99313,-79.20422
RoloGonzalezV,"Loja, Ecuador",-3.99313,-79.20422
LuisCuencaMedi1,"Loja, Ecuador",-3.99313,-79.20422
andre_estf,"Loja, Ecuador",-3.99313,-79.20422
GodoyOlger,"Loja, Ecuador",-3.99313,-79.20422
rolaselizalde,"Loja, Ecuador",-3.99313,-79.20422
AngelMe75013078,Ecuador,-1.25,-78.25
Ed_Cabr,"Loja, Ecuador",-3.99313,-79.20422
CarmenAviles33,Ecuador,-1.25,-78.25
tuqui_6,"Loja, Ecuador",-3.99313,-79.20422
nanfersalazar,"Ambato, Tungurahua, Ecuador",-1.24908,-78.61675
Ppvilla4,"Guayas, Ecuador",-2,-79.83333
magdalsanchez,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
GermanJerson,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
sevicoes,"Loja, Ecuador",-3.99313,-79.20422
Rosario810,"Madrid, España",40.4165,-3.70256
FerchaMafeben,Ecuador,-1.25,-78.25
RafaelMerchan8,"Guayas, Ecuador",-2,-79.83333
FerGrandaLDU,"Loja, Ecuador",-3.99313,-79.20422
BlancaMontalvaG,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
walterhp0103,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
devaldiviesoxxx,Ecuador,-1.25,-78.25
moenavip,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
mameneses,"Loja, Ecuador",-3.99313,-79.20422
Pavevaldivieso,"Loja, Ecuador",-3.99313,-79.20422
klrequena,Ecuador,-1.25,-78.25
DIAZOUTDOOR,"Loja, Ecuador",-3.99313,-79.20422
isalagesr,"Quevedo, Los Ríos, Ecuador",-1.02863,-79.46352
MiguelA09312386,"Loja, Ecuador",-3.99313,-79.20422
soriano_dr,Chile,-30,-71
AndroMaldonado,"Paccha, El Oro, Ecuador",-3.56108,-79.66167
juaneloayza49,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
jcnaranjoo,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
AbundantEC,"Loja, Ecuador",-3.99313,-79.20422
cjtutillo,"Loja, Ecuador",-3.99313,-79.20422
Dannyval2005,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
lexi_jaramillo,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
KDX811,Ecuador,-1.25,-78.25
mercejo,"Loja, Ecuador",-3.99313,-79.20422
cra_amapola,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
gerardovivanco_,"Loja, Ecuador",-3.99313,-79.20422
mvidal1954,"Loja, Ecuador",-3.99313,-79.20422
guidodr85,"Manta, Manabí, Ecuador",-0.96212,-80.71271
giselle_37,"Loja, Ecuador",-3.99313,-79.20422
IESSElOro,"El Oro, Ecuador",-3.25861,-79.96053
patyguffanti,"Riobamba, Chimborazo, Ecuador",-1.67098,-78.64712
gabbyvelascor,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
richardpachar10,Ecuador,-1.25,-78.25
gustavomerino,Ecuador,-1.25,-78.25
david_neirac,"Loja, Ecuador",-3.99313,-79.20422
KarenVicman,"La Concordia, Santo Domingo de los Tsáchilas, Ecuador",0.00592,-79.39467
galof5,"Loja, Ecuador",-3.99313,-79.20422
dflara,"Loja, Ecuador",-3.99313,-79.20422
KatytaAti18,"Loja, Ecuador",-3.99313,-79.20422
171Juanma,Ecuador,-1.25,-78.25
1andrest2,"Loja, Ecuador",-3.99313,-79.20422
tp_muluncay,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
GutierrezEdyson,"Portovelo, El Oro, Ecuador",-3.71667,-79.61667
jorgedavil,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
PlataformasEC,Ecuador,-1.25,-78.25
AquiCorroVrgara,"Machala, El Oro, Ecuador",-3.25861,-79.96053
rgfigueroa,"Loja, Ecuador",-3.99313,-79.20422
tenenciayapamba,"Ayapamba, El Oro, Ecuador",-3.56242,-79.73911
LuisRey75404846,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Francis25173841,"Loja, Ecuador",-3.99313,-79.20422
Ayapambabella,"Ayapamba, El Oro, Ecuador",-3.56242,-79.73911
ManuBal5,"Pichincha, Ecuador",-0.22985,-78.52495
luisjavier20126,"Loja, Ecuador",-3.99313,-79.20422
veropinedac,"Loja, Ecuador",-3.99313,-79.20422
CesLoj,"Catamayo, Loja, Ecuador",-4,-79.36667
jekita_03,"Pasaje, El Oro, Ecuador",-3.32561,-79.80697
CPDLoja,"Loja, Ecuador",-3.99313,-79.20422
SupercomZona1,"Esmeraldas, Ecuador",0.9592,-79.65397
DarioFlores1470,"Posorja, Guayaquil, Guayas, Ecuador",-2.71006,-80.24556
SuperComEc,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
davidc205,"Loja, Ecuador",-3.99313,-79.20422
JP_SuarezChacon,"Loja, Ecuador",-3.99313,-79.20422
lucy_blacio,"Loja, Ecuador",-3.99313,-79.20422
Equanativa_Loja,"Loja, Ecuador",-3.99313,-79.20422
Enidt_,"Calvas, Loja, Ecuador",-4.31667,-79.56667
CIRArenillas,"Arenillas, El Oro, Ecuador",-3.55,-80.06667
DSValdivieso,"Loja, Ecuador",-3.99313,-79.20422
Tp_EloyAlfaro,"Chone, Manabí, Ecuador",-0.69819,-80.09361
JADAUNSA,"Piñas, El Oro, Ecuador",-3.68107,-79.68083
Nestor_Aguilera,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
JoaChuquimarca,"Loja, Ecuador",-3.99313,-79.20422
karlozkordova,"Loja, Ecuador",-3.99313,-79.20422
kljba1,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
melmach1282,"Loja, Ecuador",-3.99313,-79.20422
adriancuenca6,"Loja, Ecuador",-3.99313,-79.20422
InvestigaUtpl,"Loja, Ecuador",-3.99313,-79.20422
Ruxdy,"Loja, Ecuador",-3.99313,-79.20422
Christi50878941,"Lomas de Sargentillo, Guayas, Ecuador",-1.84736,-80.07871
lego_supan,Ecuador,-1.25,-78.25
brayvillarreal,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
mjsalvadorc92,Ecuador,-1.25,-78.25
ACAROHENRY,"Gonzanamá, Loja, Ecuador",-4.25,-79.45
35jpais,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
enriqueluzuriag,"Loja, Ecuador",-3.99313,-79.20422
ritaromerocordo,"Loja, Ecuador",-3.99313,-79.20422
maricelaperez29,"Vinces, Los Ríos, Ecuador",-1.55611,-79.75191
taniamassonf,"Puyo, Pastaza, Ecuador",-1.48369,-78.00257
MIES_Zona5,"Babahoyo, Los Ríos, Ecuador",-1.80217,-79.53443
aminaelsanchez,"Loja, Ecuador",-3.99313,-79.20422
ISRAflq,"Pindal, Loja, Ecuador",-4.08074,-80.10644
Charitovergara,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
MirthaCarza,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
enlace_ecuador,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
andjur,México,23,-102
juanjosQuirola,"Zapotillo, Loja, Ecuador",-4.22038,-80.32116
AntipirateriaEC,Ecuador,-1.25,-78.25
Joyi_emelec,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
la_ingeQ,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
TefyNey,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
Rovhito,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
guitarjhs,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
AdelaBustamant,"Loja, Ecuador",-3.99313,-79.20422
a2_gonzalez,"Loja, Ecuador",-3.99313,-79.20422
hutaqcons,"Loja, Ecuador",-3.99313,-79.20422
PastazaJpais,"Pastaza, Ecuador",-1.66667,-76.83333
Gabriel_Guev18,"Pastaza, Ecuador",-1.66667,-76.83333
ApRenovacion,"Pastaza, Ecuador",-1.66667,-76.83333
PlanIntEcuador,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Franklinreagala,"Azogues, Cañar, Ecuador",-2.73969,-78.8486
GiceelaP,Ecuador,-1.25,-78.25
ecuador_ricardo,Ecuador,-1.25,-78.25
mpaolaj1,"Vilcabamba, Loja, Ecuador",-4.26233,-79.22287
Jeyitha,Ecuador,-1.25,-78.25
InclusionEc,Ecuador,-1.25,-78.25
comunicacion_ap,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
RenovacionPAIS3,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
GiovannyGranda3,"Loja, Ecuador",-3.99313,-79.20422
JuanDiegoFebres,"Loja, Ecuador",-3.99313,-79.20422
pablocarvallo6,"Loja, Ecuador",-3.99313,-79.20422
waltergoec,"Loja, Ecuador",-3.99313,-79.20422
HIAyoraLoja,"Loja, Ecuador",-3.99313,-79.20422
nelycarrera,"Loja, Ecuador",-3.99313,-79.20422
vivicristobal,"Manta, Manabí, Ecuador",-0.96212,-80.71271
ACANdoEC,"Otavalo, Imbabura, Ecuador",0.23457,-78.26248
VinculacionPUCE,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
freddvic,"Loja, Ecuador",-3.99313,-79.20422
ximenitaochoat,"Loja, Ecuador",-3.99313,-79.20422
LuchoSam,"Loja, Ecuador",-3.99313,-79.20422
GdR_SALUD_CZ7,"Loja, Ecuador",-3.99313,-79.20422
yailin129,"Loja, Ecuador",-3.99313,-79.20422
carlurruti,"Rumiñahui, Pichincha, Ecuador",-0.4319,-78.43558
pploja,"Loja, Ecuador",-3.99313,-79.20422
CarelizReyes,"Loja, Ecuador",-3.99313,-79.20422
Edith_Armijos,"Zaruma, El Oro, Ecuador",-3.69132,-79.61174
JEFATURACALVAS,"Calvas, Loja, Ecuador",-4.31667,-79.56667
ReynaArias89,"Tecalitlán, Jalisco, México",19.47182,-103.3072
valevalala,"Loja, Ecuador",-3.99313,-79.20422
Justicia_Zona7,"Loja, Ecuador",-3.99313,-79.20422
MonserrathJar10,"Loja, Ecuador",-3.99313,-79.20422
isaacvinan,"Loja, Ecuador",-3.99313,-79.20422
GilsonSalinas,Ecuador,-1.25,-78.25
JazminCuenca8,"Loja, Ecuador",-3.99313,-79.20422
Sebasti30962969,"Loja, Ecuador",-3.99313,-79.20422
MaAngelesMNSF,Ecuador,-1.25,-78.25
carlosmora04,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
PeraltaMonroyJS,"Loja, Ecuador",-3.99313,-79.20422
DomIsaqr,"Loja, Ecuador",-3.99313,-79.20422
tvalestef217,"Loja, Ecuador",-3.99313,-79.20422
camilaquimica7,"Loja, Ecuador",-3.99313,-79.20422
AlfredoGuri,"Loja, Ecuador",-3.99313,-79.20422
EMMAIBS_EP,"Loja, Ecuador",-3.99313,-79.20422
P_JulianLorente,"Loja, Ecuador",-3.99313,-79.20422
DannySo74975540,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Juliow1974,"Loja, Ecuador",-3.99313,-79.20422
cynthiamacias70,"Guayas, Ecuador",-2,-79.83333
eikosilver,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
CristinaBelen25,"Loja, Ecuador",-3.99313,-79.20422
jcmpic727,"Panamá, Panamá",9,-80
marydelcisnep,"Loja, Ecuador",-3.99313,-79.20422
bmvalarezo,"Loja, Ecuador",-3.99313,-79.20422
Yarevalo13,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Maura_R1,"Loja, Ecuador",-3.99313,-79.20422
psoto007,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
MachalaMovil,"Machala, El Oro, Ecuador",-3.25861,-79.96053
ArmijosWilman,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
EGDTElOro,"El Oro, Ecuador",-3.25861,-79.96053
raulsanandres91,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
KQUZP1,Ecuador,-1.25,-78.25
Lilirgt,Ecuador,-1.25,-78.25
edtorof,"Loja, Ecuador",-3.99313,-79.20422
76_pantera,"Loja, Ecuador",-3.99313,-79.20422
Keket46,Ecuador,-1.25,-78.25
CancilleriaEcZ7,Ecuador,-1.25,-78.25
CrisArboledaP,Ecuador,-1.25,-78.25
TenenciaPolit15,"Mira, Carchi, Ecuador",0.55,-78.03333
jpablobush,"Loja, Ecuador",-3.99313,-79.20422
AAnitacoe1,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
robertomichael1,"Loja, Ecuador",-3.99313,-79.20422
deadly8gloom,Ecuador,-1.25,-78.25
SidSierra,"Loja, Ecuador",-3.99313,-79.20422
nvl1987,Ecuador,-1.25,-78.25
Julioarteaga81,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
nelsonfelopez,"Loja, Ecuador",-3.99313,-79.20422
cj_manrique,"Loja, Ecuador",-3.99313,-79.20422
JuniorAstudill,Ecuador,-1.25,-78.25
ECespinosamv,"Santo Domingo, Ecuador",-0.25305,-79.17536
joanorozco335,"Loja, Ecuador",-3.99313,-79.20422
galindofrank77,"Loja, Ecuador",-3.99313,-79.20422
carmenvalle145,"Loja, Ecuador",-3.99313,-79.20422
jrodrijime,"Loja, Ecuador",-3.99313,-79.20422
jorge_matailo,"Gonzanamá, Loja, Ecuador",-4.25,-79.45
paudypa,"Loja, Ecuador",-3.99313,-79.20422
hugopitisaca,"Loja, Ecuador",-3.99313,-79.20422
CuripomaLuisa,"Loja, Ecuador",-3.99313,-79.20422
jctorres72,"Loja, Ecuador",-3.99313,-79.20422
Silvia25662101,"Loja, Ecuador",-3.99313,-79.20422
alrocina,"Loja, Ecuador",-3.99313,-79.20422
santi_saltos,"Bolívar, Ecuador",-1.58333,-79.08333
GabyFajardo,Ecuador,-1.25,-78.25
Cristian_1540,"Loja, Ecuador",-3.99313,-79.20422
jimvivanco,"Loja, Ecuador",-3.99313,-79.20422
nanncas,"Loja, Ecuador",-3.99313,-79.20422
ChamorroHidalgo,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
ControlMinero,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
PaolaRuizOchoa,"Loja, Ecuador",-3.99313,-79.20422
FrankDaniel3,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
Viviana_MR_,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
MijasRuiz,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
GaloAlvarez9,"Loja, Ecuador",-3.99313,-79.20422
WilliamJara10,"Loja, Ecuador",-3.99313,-79.20422
ValverdeHayro,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Calipsit,Ecuador,-1.25,-78.25
8neyar,"Nangaritza, Zamora Chinchipe, Ecuador",-4.32616,-78.75638
Pabloarturo81,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
salitocoronelv,"Loja, Ecuador",-3.99313,-79.20422
belkyscuenca,"Loja, Ecuador",-3.99313,-79.20422
RusbeltCango,"Loja, Ecuador",-3.99313,-79.20422
PlanBinacional,Ecuador,-1.25,-78.25
DarwinRiofrioP,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
FrancoS_R,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
TenenciaU,"Urdaneta, Los Ríos, Ecuador",-1.58333,-79.46667
alisseth788,Ecuador,-1.25,-78.25
Dieguis11,"Loja, Ecuador",-3.99313,-79.20422
ricardomedinao,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
SudamerLoja,"Loja, Ecuador",-3.99313,-79.20422
miguelangel2311,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Chorritos11,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
PabloMauradEupl,"Loja, Ecuador",-3.99313,-79.20422
jmartinleon,"Loja, Ecuador",-3.99313,-79.20422
vicky2000velez,Ecuador,-1.25,-78.25
AndreaArmijos13,"El Oro, Ecuador",-3.25861,-79.96053
MariaEs74393769,Ecuador,-1.25,-78.25
marthabaqueriz3,"Guayas, Ecuador",-2,-79.83333
Elisa_castro14,"Loja, Ecuador",-3.99313,-79.20422
JorgeOrlandoAbr,"Cuenca, Azuay, Ecuador",-2.90055,-79.00453
TARN2018,"Chivilcoy, Argentina",-34.89566,-60.01667
Mayerly66633892,"Loja, Ecuador",-3.99313,-79.20422
gaby_pareja,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
TotalFutbol_EC,Ecuador,-1.25,-78.25
AsoLoja,"Loja, Ecuador",-3.99313,-79.20422
Xaviser81,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
carlosivan65,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Piolis23,"Loja, Ecuador",-3.99313,-79.20422
DeisyBerrezueta,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
AdelitaDeLopez,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
djtattoecuador,Ecuador,-1.25,-78.25
tonhersan,Ecuador,-1.25,-78.25
La_chica_velcro,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
piipoo7,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
robert_feijoo,"Loja, Ecuador",-3.99313,-79.20422
dasvarturo,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
cheloreinoso,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
lisbethcgf,"Loja, Ecuador",-3.99313,-79.20422
miriu_vz,Ecuador,-1.25,-78.25
martharoldos,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
karla31c,"Loja, Ecuador",-3.99313,-79.20422
CarlosErnestoT,"Quito, Pichincha, Ecuador",-0.22985,-78.52495
SigchoStefany,"Loja, Ecuador",-3.99313,-79.20422
aea7loja,"Loja, Ecuador",-3.99313,-79.20422
vilmadelpilar88,Ecuador,-1.25,-78.25
David_Tinoco94,"Madrid, España",40.4165,-3.70256
tonquezada,"Gualaquiza, Morona Santiago, Ecuador",-3.4,-78.58333
educaesloja,"Loja, Ecuador",-3.99313,-79.20422
eaugustort,Ecuador,-1.25,-78.25
ARO_71,"Manta, Manabí, Ecuador",-0.96212,-80.71271
pabloalvarez_85,"Loja, Ecuador",-3.99313,-79.20422
JuanJaponG,"Loja, Ecuador",-3.99313,-79.20422
rodriguezhenryn,"Guayaquil, Guayas, Ecuador",-2.19616,-79.88621
Luli_Ma11,Ecuador,-1.25,-78.25
AugustoFebres2,"Loja, Ecuador",-3.99313,-79.20422
ROSAELENAVILLA,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
SigchoWalter,"Saraguro, Loja, Ecuador",-3.65,-79.25
_cristian1rojas,"Loja, Ecuador",-3.99313,-79.20422
monchoadep,"Zamora, Zamora Chinchipe, Ecuador",-4.25,-78.83333
ZoeLisbethR,"Loja, Ecuador",-3.99313,-79.20422
Curro_Loja,"Loja, Ecuador",-3.99313,-79.20422
